input_path,label,vid_id
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_180.mp4,23,180
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_181.mp4,0,181
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_182.mp4,8,182
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_183.mp4,6,183
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_184.mp4,21,184
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_185.mp4,19,185
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_186.mp4,33,186
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_187.mp4,7,187
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_188.mp4,31,188
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_189.mp4,28,189
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_19.mp4,32,19
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_190.mp4,29,190
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_191.mp4,4,191
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_192.mp4,35,192
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_193.mp4,28,193
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_194.mp4,36,194
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_195.mp4,25,195
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_196.mp4,13,196
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_197.mp4,1,197
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_198.mp4,2,198
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_199.mp4,22,199
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_2.mp4,12,2
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_20.mp4,2,20
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_200.mp4,35,200
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_201.mp4,25,201
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_202.mp4,21,202
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_203.mp4,32,203
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_204.mp4,20,204
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_205.mp4,25,205
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_206.mp4,9,206
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_207.mp4,26,207
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_208.mp4,35,208
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_209.mp4,22,209
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_21.mp4,22,21
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_210.mp4,25,210
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_211.mp4,9,211
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_212.mp4,7,212
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_213.mp4,26,213
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_214.mp4,8,214
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_215.mp4,22,215
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_216.mp4,33,216
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_217.mp4,24,217
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_218.mp4,15,218
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_219.mp4,16,219
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_22.mp4,24,22
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_220.mp4,32,220
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_221.mp4,29,221
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_222.mp4,26,222
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_223.mp4,31,223
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_224.mp4,31,224
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_225.mp4,14,225
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_226.mp4,25,226
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_227.mp4,36,227
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_228.mp4,5,228
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_229.mp4,30,229
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_23.mp4,32,23
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_230.mp4,28,230
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_231.mp4,3,231
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_232.mp4,31,232
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_233.mp4,32,233
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_234.mp4,23,234
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_235.mp4,33,235
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_236.mp4,28,236
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_237.mp4,33,237
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_238.mp4,6,238
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_239.mp4,6,239
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_24.mp4,36,24
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_240.mp4,17,240
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_241.mp4,22,241
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_242.mp4,18,242
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_243.mp4,27,243
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_244.mp4,1,244
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_245.mp4,6,245
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_246.mp4,18,246
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_247.mp4,3,247
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_248.mp4,4,248
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_249.mp4,20,249
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_25.mp4,29,25
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_250.mp4,6,250
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_251.mp4,33,251
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_252.mp4,12,252
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_253.mp4,25,253
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_254.mp4,2,254
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_255.mp4,0,255
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_256.mp4,6,256
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_257.mp4,4,257
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_258.mp4,11,258
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_259.mp4,2,259
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_26.mp4,9,26
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_260.mp4,4,260
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_261.mp4,28,261
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_262.mp4,18,262
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_263.mp4,4,263
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_264.mp4,10,264
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_265.mp4,1,265
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_266.mp4,36,266
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_267.mp4,29,267
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_268.mp4,36,268
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_269.mp4,23,269
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_27.mp4,5,27
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_270.mp4,11,270
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_271.mp4,21,271
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_272.mp4,14,272
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_273.mp4,20,273
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_274.mp4,24,274
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_275.mp4,16,275
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_276.mp4,3,276
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_277.mp4,9,277
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_278.mp4,8,278
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_279.mp4,30,279
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_28.mp4,34,28
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_280.mp4,23,280
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_281.mp4,18,281
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_282.mp4,10,282
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_283.mp4,11,283
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_284.mp4,21,284
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_285.mp4,16,285
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_286.mp4,6,286
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_287.mp4,35,287
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_288.mp4,36,288
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_289.mp4,24,289
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_29.mp4,30,29
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_290.mp4,17,290
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_291.mp4,16,291
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_292.mp4,34,292
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_293.mp4,4,293
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_294.mp4,7,294
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_295.mp4,5,295
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_296.mp4,15,296
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_297.mp4,5,297
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_298.mp4,10,298
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_299.mp4,31,299
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_3.mp4,19,3
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_30.mp4,7,30
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_300.mp4,12,300
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_301.mp4,22,301
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_302.mp4,26,302
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_303.mp4,30,303
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_304.mp4,1,304
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_305.mp4,29,305
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_306.mp4,9,306
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_307.mp4,30,307
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_308.mp4,31,308
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_309.mp4,30,309
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_31.mp4,3,31
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_310.mp4,23,310
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_311.mp4,25,311
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_312.mp4,17,312
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_313.mp4,23,313
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_314.mp4,30,314
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_315.mp4,4,315
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_316.mp4,20,316
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_317.mp4,10,317
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_318.mp4,2,318
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_319.mp4,14,319
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_32.mp4,2,32
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_320.mp4,23,320
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_321.mp4,1,321
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_322.mp4,2,322
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_323.mp4,24,323
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_324.mp4,19,324
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_325.mp4,3,325
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_326.mp4,16,326
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_327.mp4,0,327
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_328.mp4,21,328
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_329.mp4,31,329
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_33.mp4,4,33
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_330.mp4,31,330
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_331.mp4,11,331
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_332.mp4,5,332
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_333.mp4,35,333
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_334.mp4,8,334
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_335.mp4,33,335
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_336.mp4,17,336
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_337.mp4,16,337
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_338.mp4,17,338
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_339.mp4,27,339
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_34.mp4,3,34
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_340.mp4,34,340
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_341.mp4,35,341
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_342.mp4,23,342
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_343.mp4,21,343
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_344.mp4,36,344
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_345.mp4,15,345
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_346.mp4,5,346
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_347.mp4,12,347
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_348.mp4,18,348
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_349.mp4,34,349
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_35.mp4,6,35
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_350.mp4,17,350
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_351.mp4,10,351
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_352.mp4,35,352
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_353.mp4,31,353
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_354.mp4,6,354
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_355.mp4,28,355
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_356.mp4,11,356
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_357.mp4,9,357
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_358.mp4,4,358
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_359.mp4,35,359
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_36.mp4,31,36
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_360.mp4,33,360
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_361.mp4,24,361
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_362.mp4,4,362
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_363.mp4,16,363
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_364.mp4,8,364
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_365.mp4,36,365
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_366.mp4,5,366
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_367.mp4,12,367
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_368.mp4,12,368
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_369.mp4,16,369
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_37.mp4,2,37
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_370.mp4,4,370
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_371.mp4,9,371
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_372.mp4,24,372
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_373.mp4,7,373
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_374.mp4,4,374
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_375.mp4,16,375
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_376.mp4,13,376
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_377.mp4,10,377
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_378.mp4,19,378
