input_path,label,vid_id
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_167.mp4,14,167
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_168.mp4,10,168
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_169.mp4,24,169
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_17.mp4,16,17
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_170.mp4,5,170
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_171.mp4,14,171
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_172.mp4,30,172
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_173.mp4,17,173
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_174.mp4,35,174
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_175.mp4,6,175
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_176.mp4,16,176
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_177.mp4,34,177
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_178.mp4,30,178
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_179.mp4,6,179
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_18.mp4,33,18
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_180.mp4,19,180
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_181.mp4,20,181
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_182.mp4,31,182
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_183.mp4,33,183
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_184.mp4,14,184
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_185.mp4,36,185
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_186.mp4,22,186
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_187.mp4,3,187
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_188.mp4,12,188
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_189.mp4,15,189
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_19.mp4,33,19
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_190.mp4,9,190
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_191.mp4,3,191
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_192.mp4,1,192
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_193.mp4,30,193
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_194.mp4,10,194
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_195.mp4,30,195
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_196.mp4,6,196
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_197.mp4,5,197
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_198.mp4,26,198
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_199.mp4,13,199
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_2.mp4,25,2
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_20.mp4,35,20
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_200.mp4,2,200
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_201.mp4,36,201
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_202.mp4,17,202
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_203.mp4,21,203
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_204.mp4,34,204
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_205.mp4,6,205
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_206.mp4,9,206
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_207.mp4,3,207
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_208.mp4,12,208
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_209.mp4,22,209
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_21.mp4,19,21
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_210.mp4,35,210
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_211.mp4,31,211
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_212.mp4,10,212
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_213.mp4,33,213
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_214.mp4,30,214
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_215.mp4,19,215
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_216.mp4,15,216
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_217.mp4,28,217
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_218.mp4,14,218
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_219.mp4,13,219
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_22.mp4,29,22
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_220.mp4,28,220
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_221.mp4,35,221
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_222.mp4,8,222
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_223.mp4,9,223
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_224.mp4,8,224
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_225.mp4,5,225
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_226.mp4,33,226
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_227.mp4,29,227
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_228.mp4,22,228
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_229.mp4,33,229
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_23.mp4,35,23
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_230.mp4,17,230
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_231.mp4,3,231
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_232.mp4,35,232
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_233.mp4,12,233
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_234.mp4,32,234
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_235.mp4,34,235
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_236.mp4,24,236
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_237.mp4,13,237
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_238.mp4,1,238
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_239.mp4,26,239
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_24.mp4,30,24
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_240.mp4,20,240
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_241.mp4,11,241
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_242.mp4,25,242
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_243.mp4,33,243
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_244.mp4,33,244
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_245.mp4,33,245
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_246.mp4,14,246
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_247.mp4,31,247
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_248.mp4,6,248
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_249.mp4,24,249
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_25.mp4,23,25
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_250.mp4,0,250
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_251.mp4,33,251
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_252.mp4,17,252
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_253.mp4,36,253
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_254.mp4,10,254
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_255.mp4,2,255
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_256.mp4,14,256
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_257.mp4,22,257
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_258.mp4,32,258
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_259.mp4,16,259
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_26.mp4,3,26
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_260.mp4,22,260
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_261.mp4,2,261
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_262.mp4,10,262
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_263.mp4,34,263
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_264.mp4,31,264
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_265.mp4,23,265
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_266.mp4,27,266
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_267.mp4,29,267
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_268.mp4,22,268
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_269.mp4,33,269
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_27.mp4,17,27
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_270.mp4,25,270
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_271.mp4,7,271
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_272.mp4,30,272
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_273.mp4,8,273
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_274.mp4,29,274
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_275.mp4,16,275
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_276.mp4,19,276
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_277.mp4,18,277
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_278.mp4,8,278
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_279.mp4,22,279
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_28.mp4,32,28
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_280.mp4,27,280
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_281.mp4,8,281
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_282.mp4,5,282
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_283.mp4,9,283
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_284.mp4,36,284
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_285.mp4,22,285
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_286.mp4,34,286
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_287.mp4,4,287
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_288.mp4,5,288
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_289.mp4,17,289
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_29.mp4,8,29
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_290.mp4,30,290
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_291.mp4,31,291
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_292.mp4,11,292
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_293.mp4,28,293
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_294.mp4,23,294
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_295.mp4,2,295
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_296.mp4,35,296
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_297.mp4,34,297
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_298.mp4,25,298
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_299.mp4,26,299
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_3.mp4,30,3
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_30.mp4,5,30
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_300.mp4,14,300
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_301.mp4,21,301
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_302.mp4,4,302
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_303.mp4,2,303
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_304.mp4,17,304
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_305.mp4,19,305
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_306.mp4,28,306
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_307.mp4,23,307
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_308.mp4,14,308
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_309.mp4,2,309
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_31.mp4,10,31
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_310.mp4,14,310
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_311.mp4,7,311
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_312.mp4,21,312
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_313.mp4,14,313
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_314.mp4,8,314
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_315.mp4,26,315
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_316.mp4,23,316
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_317.mp4,28,317
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_318.mp4,36,318
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_319.mp4,5,319
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_32.mp4,34,32
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_320.mp4,33,320
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_321.mp4,9,321
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_322.mp4,30,322
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_323.mp4,19,323
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_324.mp4,24,324
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_325.mp4,25,325
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_326.mp4,6,326
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_327.mp4,27,327
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_328.mp4,22,328
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_329.mp4,9,329
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_33.mp4,13,33
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_330.mp4,14,330
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_331.mp4,11,331
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_332.mp4,26,332
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_333.mp4,10,333
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_334.mp4,21,334
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_335.mp4,32,335
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_336.mp4,10,336
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_337.mp4,13,337
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_338.mp4,33,338
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_339.mp4,29,339
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_34.mp4,29,34
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_340.mp4,17,340
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_341.mp4,15,341
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_342.mp4,4,342
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_343.mp4,25,343
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_344.mp4,0,344
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_345.mp4,20,345
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_346.mp4,22,346
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_347.mp4,12,347
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_348.mp4,9,348
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_349.mp4,16,349
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_35.mp4,5,35
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_350.mp4,33,350
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_351.mp4,21,351
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_352.mp4,0,352
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_353.mp4,11,353
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_354.mp4,22,354
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_355.mp4,9,355
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_356.mp4,4,356
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_357.mp4,35,357
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_358.mp4,19,358
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_359.mp4,36,359
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_36.mp4,0,36
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_360.mp4,0,360
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_361.mp4,5,361
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_362.mp4,28,362
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_363.mp4,13,363
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_364.mp4,0,364
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_365.mp4,21,365
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_366.mp4,20,366
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_367.mp4,20,367
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_368.mp4,20,368
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_369.mp4,25,369
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_37.mp4,32,37
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_370.mp4,5,370
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_371.mp4,22,371
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_372.mp4,26,372
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_373.mp4,16,373
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_374.mp4,36,374
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_375.mp4,18,375
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_376.mp4,28,376
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_377.mp4,18,377
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_378.mp4,9,378
